_id,user_id,account_id,submittedTime,currentTimeString,responses,verifyRadios,socialRadios,tweetRateRadios,fairnessRadios,entityRadios,fearRadios,opiniatedRadios,accounts-importance,network-importance,tweets-importance,geo-importance,entity-importance,confidence,commentBox
5970cca7addc38676815738f,CC-5,71,1500564675189,2017-07-20T15:31:15.189Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '0'}, {'name': 'tweetRateRadios', 'value': '0'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '0'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '7'}, {'name': 'network-importance', 'value': '7'}, {'name': 'tweets-importance', 'value': '7'}, {'name': 'geo-importance', 'value': '2'}, {'name': 'entity-importance', 'value': '2'}, {'name': 'confidence', 'value': '7'}, {'name': 'commentBox', 'value': ''}]",real,0,0,0,0,1,0,7,7,7,2,2,7,
5970cd55addc386768157448,CC-5,83,1500564848717,2017-07-20T15:34:08.717Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '0'}, {'name': 'tweetRateRadios', 'value': '0'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '0'}, {'name': 'fearRadios', 'value': '0'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '5'}, {'name': 'network-importance', 'value': '6'}, {'name': 'tweets-importance', 'value': '7'}, {'name': 'geo-importance', 'value': '3'}, {'name': 'entity-importance', 'value': '5'}, {'name': 'confidence', 'value': '6'}, {'name': 'commentBox', 'value': ''}]",fake,0,0,0,0,0,0,5,6,7,3,5,6,
5970f95caddc3867681574f1,TD-5,02,1500576118799,2017-07-20T18:41:58.799Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '1'}, {'name': 'tweetRateRadios', 'value': '-1'}, {'name': 'fairnessRadios', 'value': '1'}, {'name': 'entityRadios', 'value': '1'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '1'}, {'name': 'accounts-importance', 'value': '4'}, {'name': 'network-importance', 'value': '5'}, {'name': 'tweets-importance', 'value': '5'}, {'name': 'geo-importance', 'value': '6'}, {'name': 'entity-importance', 'value': '5'}, {'name': 'confidence', 'value': '6'}, {'name': 'commentBox', 'value': ''}]",fake,1,-1,1,1,1,1,4,5,5,6,5,6,
5970fa61addc386768157680,TD-5,04,1500576380132,2017-07-20T18:46:20.132Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '1'}, {'name': 'tweetRateRadios', 'value': '-1'}, {'name': 'fairnessRadios', 'value': '1'}, {'name': 'entityRadios', 'value': '1'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '-1'}, {'name': 'accounts-importance', 'value': '5'}, {'name': 'network-importance', 'value': '5'}, {'name': 'tweets-importance', 'value': '4'}, {'name': 'geo-importance', 'value': '6'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '6'}, {'name': 'commentBox', 'value': ''}]",fake,1,-1,1,1,1,-1,5,5,4,6,6,6,
5970fb9eaddc38676815783a,TD-5,83,1500576695943,2017-07-20T18:51:35.943Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '1'}, {'name': 'tweetRateRadios', 'value': '1'}, {'name': 'fairnessRadios', 'value': '1'}, {'name': 'entityRadios', 'value': '0'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '5'}, {'name': 'network-importance', 'value': '5'}, {'name': 'tweets-importance', 'value': '5'}, {'name': 'geo-importance', 'value': '6'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '5'}, {'name': 'commentBox', 'value': ''}]",fake,1,1,1,0,1,0,5,5,5,6,6,5,
5970fc83addc3867681578f0,TD-5,39,1500576925423,2017-07-20T18:55:25.423Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '1'}, {'name': 'tweetRateRadios', 'value': '-1'}, {'name': 'fairnessRadios', 'value': '1'}, {'name': 'entityRadios', 'value': '0'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '1'}, {'name': 'accounts-importance', 'value': '5'}, {'name': 'network-importance', 'value': '6'}, {'name': 'tweets-importance', 'value': '6'}, {'name': 'geo-importance', 'value': '6'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '4'}, {'name': 'commentBox', 'value': ''}]",fake,1,-1,1,0,1,1,5,6,6,6,6,4,
5970fdc4addc38676815799e,TD-5,48,1500577246009,2017-07-20T19:00:46.009Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '1'}, {'name': 'tweetRateRadios', 'value': '-1'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '0'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '-1'}, {'name': 'accounts-importance', 'value': '5'}, {'name': 'network-importance', 'value': '6'}, {'name': 'tweets-importance', 'value': '6'}, {'name': 'geo-importance', 'value': '5'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '6'}, {'name': 'commentBox', 'value': ''}]",fake,1,-1,0,0,1,-1,5,6,6,5,6,6,
5970ff90addc386768157aee,TD-5,56,1500577707145,2017-07-20T19:08:27.145Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '0'}, {'name': 'tweetRateRadios', 'value': '-1'}, {'name': 'fairnessRadios', 'value': '1'}, {'name': 'entityRadios', 'value': '0'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '5'}, {'name': 'network-importance', 'value': '5'}, {'name': 'tweets-importance', 'value': '5'}, {'name': 'geo-importance', 'value': '5'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '6'}, {'name': 'commentBox', 'value': ''}]",real,0,-1,1,0,1,0,5,5,5,5,6,6,
59710011f97e146a34e1ebc5,TD-5,59,1500577835513,2017-07-20T19:10:35.513Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '1'}, {'name': 'tweetRateRadios', 'value': '1'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '1'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '1'}, {'name': 'accounts-importance', 'value': '5'}, {'name': 'network-importance', 'value': '5'}, {'name': 'tweets-importance', 'value': '6'}, {'name': 'geo-importance', 'value': '6'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '6'}, {'name': 'commentBox', 'value': ''}]",fake,1,1,0,1,1,1,5,5,6,6,6,6,
59710129f97e146a34e1ec47,TD-5,71,1500578115848,2017-07-20T19:15:15.848Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '0'}, {'name': 'tweetRateRadios', 'value': '1'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '0'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '5'}, {'name': 'network-importance', 'value': '5'}, {'name': 'tweets-importance', 'value': '5'}, {'name': 'geo-importance', 'value': '5'}, {'name': 'entity-importance', 'value': '5'}, {'name': 'confidence', 'value': '6'}, {'name': 'commentBox', 'value': ''}]",real,0,1,0,0,1,0,5,5,5,5,5,6,
59721663f97e146a34e1ee53,TD-6,02,1500649088649,2017-07-21T14:58:08.649Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '-1'}, {'name': 'tweetRateRadios', 'value': '0'}, {'name': 'fairnessRadios', 'value': '1'}, {'name': 'entityRadios', 'value': '0'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '2'}, {'name': 'network-importance', 'value': '2'}, {'name': 'tweets-importance', 'value': '6'}, {'name': 'geo-importance', 'value': '3'}, {'name': 'entity-importance', 'value': '3'}, {'name': 'confidence', 'value': '5'}, {'name': 'commentBox', 'value': ''}]",real,-1,0,1,0,1,0,2,2,6,3,3,5,
5972171cf97e146a34e1eed6,TD-6,04,1500649274032,2017-07-21T15:01:14.032Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '0'}, {'name': 'tweetRateRadios', 'value': '1'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '1'}, {'name': 'fearRadios', 'value': '0'}, {'name': 'opiniatedRadios', 'value': '1'}, {'name': 'accounts-importance', 'value': '3'}, {'name': 'network-importance', 'value': '4'}, {'name': 'tweets-importance', 'value': '6'}, {'name': 'geo-importance', 'value': '4'}, {'name': 'entity-importance', 'value': '5'}, {'name': 'confidence', 'value': '7'}, {'name': 'commentBox', 'value': ''}]",fake,0,1,0,1,0,1,3,4,6,4,5,7,
5972182cf97e146a34e1efe4,TD-6,39,1500649546012,2017-07-21T15:05:46.012Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '-1'}, {'name': 'tweetRateRadios', 'value': '1'}, {'name': 'fairnessRadios', 'value': '1'}, {'name': 'entityRadios', 'value': '0'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '3'}, {'name': 'network-importance', 'value': '3'}, {'name': 'tweets-importance', 'value': '7'}, {'name': 'geo-importance', 'value': '3'}, {'name': 'entity-importance', 'value': '5'}, {'name': 'confidence', 'value': '4'}, {'name': 'commentBox', 'value': ''}]",real,-1,1,1,0,1,0,3,3,7,3,5,4,
597218f9f97e146a34e1f0c9,TD-6,48,1500649750109,2017-07-21T15:09:10.109Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '1'}, {'name': 'tweetRateRadios', 'value': '0'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '1'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '3'}, {'name': 'network-importance', 'value': '6'}, {'name': 'tweets-importance', 'value': '4'}, {'name': 'geo-importance', 'value': '6'}, {'name': 'entity-importance', 'value': '5'}, {'name': 'confidence', 'value': '5'}, {'name': 'commentBox', 'value': ''}]",real,1,0,0,1,1,0,3,6,4,6,5,5,
597219abf97e146a34e1f16a,TD-6,56,1500649928517,2017-07-21T15:12:08.517Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '0'}, {'name': 'tweetRateRadios', 'value': '0'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '0'}, {'name': 'fearRadios', 'value': '0'}, {'name': 'opiniatedRadios', 'value': '1'}, {'name': 'accounts-importance', 'value': '4'}, {'name': 'network-importance', 'value': '6'}, {'name': 'tweets-importance', 'value': '3'}, {'name': 'geo-importance', 'value': '7'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '4'}, {'name': 'commentBox', 'value': ''}]",fake,0,0,0,0,0,1,4,6,3,7,6,4,
59721a56f97e146a34e1f1fc,TD-6,59,1500650099589,2017-07-21T15:14:59.589Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '1'}, {'name': 'tweetRateRadios', 'value': '1'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '0'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '5'}, {'name': 'network-importance', 'value': '6'}, {'name': 'tweets-importance', 'value': '2'}, {'name': 'geo-importance', 'value': '7'}, {'name': 'entity-importance', 'value': '5'}, {'name': 'confidence', 'value': '5'}, {'name': 'commentBox', 'value': ''}]",real,1,1,0,0,1,0,5,6,2,7,5,5,
59721b05f97e146a34e1f301,TD-6,71,1500650274302,2017-07-21T15:17:54.302Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '0'}, {'name': 'tweetRateRadios', 'value': '0'}, {'name': 'fairnessRadios', 'value': '1'}, {'name': 'entityRadios', 'value': '1'}, {'name': 'fearRadios', 'value': '0'}, {'name': 'opiniatedRadios', 'value': '1'}, {'name': 'accounts-importance', 'value': '4'}, {'name': 'network-importance', 'value': '5'}, {'name': 'tweets-importance', 'value': '2'}, {'name': 'geo-importance', 'value': '6'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '6'}, {'name': 'commentBox', 'value': ''}]",fake,0,0,1,1,0,1,4,5,2,6,6,6,
59721b6af97e146a34e1f36c,TD-6,83,1500650375179,2017-07-21T15:19:35.179Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '1'}, {'name': 'tweetRateRadios', 'value': '0'}, {'name': 'fairnessRadios', 'value': '1'}, {'name': 'entityRadios', 'value': '0'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '6'}, {'name': 'network-importance', 'value': '7'}, {'name': 'tweets-importance', 'value': '5'}, {'name': 'geo-importance', 'value': '6'}, {'name': 'entity-importance', 'value': '5'}, {'name': 'confidence', 'value': '7'}, {'name': 'commentBox', 'value': ''}]",real,1,0,1,0,1,0,6,7,5,6,5,7,
59722f0ef97e146a34e1f5f3,TC-7,02,1500655404029,2017-07-21T16:43:24.029Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '0'}, {'name': 'tweetRateRadios', 'value': '1'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '-1'}, {'name': 'fearRadios', 'value': '-1'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '2'}, {'name': 'network-importance', 'value': '2'}, {'name': 'tweets-importance', 'value': '7'}, {'name': 'geo-importance', 'value': '1'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '7'}, {'name': 'commentBox', 'value': 'Compared timeline of tweets as other tweets. The timeline and tweet content about taking Mosul for this account do not match with other ""real"" news.'}]",fake,0,1,0,-1,-1,0,2,2,7,1,6,7,"Compared timeline of tweets as other tweets. The timeline and tweet content about taking Mosul for this account do not match with other ""real"" news."
5972305cf97e146a34e1f718,TC-7,04,1500655737358,2017-07-21T16:48:57.358Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '0'}, {'name': 'tweetRateRadios', 'value': '1'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '-1'}, {'name': 'fearRadios', 'value': '0'}, {'name': 'opiniatedRadios', 'value': '1'}, {'name': 'accounts-importance', 'value': '4'}, {'name': 'network-importance', 'value': '6'}, {'name': 'tweets-importance', 'value': '7'}, {'name': 'geo-importance', 'value': '2'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '5'}, {'name': 'commentBox', 'value': ''}]",fake,0,1,0,-1,0,1,4,6,7,2,6,5,
5972311df97e146a34e1f760,TC-7,39,1500655929422,2017-07-21T16:52:09.422Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '0'}, {'name': 'tweetRateRadios', 'value': '1'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '1'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '1'}, {'name': 'accounts-importance', 'value': '2'}, {'name': 'network-importance', 'value': '2'}, {'name': 'tweets-importance', 'value': '7'}, {'name': 'geo-importance', 'value': '5'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '5'}, {'name': 'commentBox', 'value': ''}]",fake,0,1,0,1,1,1,2,2,7,5,6,5,
59723288f97e146a34e1f87f,TC-7,48,1500656293832,2017-07-21T16:58:13.832Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '1'}, {'name': 'tweetRateRadios', 'value': '0'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '0'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '3'}, {'name': 'network-importance', 'value': '5'}, {'name': 'tweets-importance', 'value': '7'}, {'name': 'geo-importance', 'value': '6'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '5'}, {'name': 'commentBox', 'value': ''}]",real,1,0,0,0,1,0,3,5,7,6,6,5,
59723314f97e146a34e1f8c4,TC-7,56,1500656434202,2017-07-21T17:00:34.202Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '-1'}, {'name': 'tweetRateRadios', 'value': '1'}, {'name': 'fairnessRadios', 'value': '-1'}, {'name': 'entityRadios', 'value': '-1'}, {'name': 'fearRadios', 'value': '-1'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '4'}, {'name': 'network-importance', 'value': '4'}, {'name': 'tweets-importance', 'value': '7'}, {'name': 'geo-importance', 'value': '5'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '4'}, {'name': 'commentBox', 'value': ''}]",real,-1,1,-1,-1,-1,0,4,4,7,5,6,4,
59723384f97e146a34e1f90c,TC-7,59,1500656546005,2017-07-21T17:02:26.005Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '1'}, {'name': 'tweetRateRadios', 'value': '0'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '1'}, {'name': 'fearRadios', 'value': '0'}, {'name': 'opiniatedRadios', 'value': '1'}, {'name': 'accounts-importance', 'value': '2'}, {'name': 'network-importance', 'value': '2'}, {'name': 'tweets-importance', 'value': '7'}, {'name': 'geo-importance', 'value': '7'}, {'name': 'entity-importance', 'value': '7'}, {'name': 'confidence', 'value': '7'}, {'name': 'commentBox', 'value': ''}]",fake,1,0,0,1,0,1,2,2,7,7,7,7,
5972344cf97e146a34e1f9ad,TC-7,71,1500656745243,2017-07-21T17:05:45.243Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '0'}, {'name': 'tweetRateRadios', 'value': '1'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '-1'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '6'}, {'name': 'network-importance', 'value': '5'}, {'name': 'tweets-importance', 'value': '6'}, {'name': 'geo-importance', 'value': '6'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '5'}, {'name': 'commentBox', 'value': ''}]",real,0,1,0,-1,1,0,6,5,6,6,6,5,
59723536f97e146a34e1fa4b,TC-7,83,1500656978499,2017-07-21T17:09:38.499Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '1'}, {'name': 'tweetRateRadios', 'value': '0'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '0'}, {'name': 'fearRadios', 'value': '0'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '5'}, {'name': 'network-importance', 'value': '5'}, {'name': 'tweets-importance', 'value': '7'}, {'name': 'geo-importance', 'value': '6'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '5'}, {'name': 'commentBox', 'value': 'It was categorized as very angry probably because the news were in all caps, But it did not seem to have subjectivity or falseness.'}]",real,1,0,0,0,0,0,5,5,7,6,6,5,"It was categorized as very angry probably because the news were in all caps, But it did not seem to have subjectivity or falseness."
59724845f97e146a34e1fb16,TC-8,02,1500661858485,2017-07-21T18:30:58.485Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '1'}, {'name': 'tweetRateRadios', 'value': '-1'}, {'name': 'fairnessRadios', 'value': '1'}, {'name': 'entityRadios', 'value': '-1'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '6'}, {'name': 'network-importance', 'value': '6'}, {'name': 'tweets-importance', 'value': '6'}, {'name': 'geo-importance', 'value': '4'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '5'}, {'name': 'commentBox', 'value': ''}]",fake,1,-1,1,-1,1,0,6,6,6,4,6,5,
5972494e55443d7b2f3cedd8,TC-8,04,1500662124049,2017-07-21T18:35:24.049Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '-1'}, {'name': 'tweetRateRadios', 'value': '-1'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '1'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '6'}, {'name': 'network-importance', 'value': '6'}, {'name': 'tweets-importance', 'value': '4'}, {'name': 'geo-importance', 'value': '2'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '6'}, {'name': 'commentBox', 'value': ''}]",real,-1,-1,0,1,1,0,6,6,4,2,6,6,
59724a3c55443d7b2f3cee4c,TC-8,39,1500662361344,2017-07-21T18:39:21.344Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '0'}, {'name': 'tweetRateRadios', 'value': '1'}, {'name': 'fairnessRadios', 'value': '1'}, {'name': 'entityRadios', 'value': '-1'}, {'name': 'fearRadios', 'value': '0'}, {'name': 'opiniatedRadios', 'value': '1'}, {'name': 'accounts-importance', 'value': '6'}, {'name': 'network-importance', 'value': '5'}, {'name': 'tweets-importance', 'value': '5'}, {'name': 'geo-importance', 'value': '2'}, {'name': 'entity-importance', 'value': '5'}, {'name': 'confidence', 'value': '5'}, {'name': 'commentBox', 'value': ''}]",fake,0,1,1,-1,0,1,6,5,5,2,5,5,
59724b0e55443d7b2f3cee76,TC-8,48,1500662572039,2017-07-21T18:42:52.039Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '-1'}, {'name': 'tweetRateRadios', 'value': '0'}, {'name': 'fairnessRadios', 'value': '1'}, {'name': 'entityRadios', 'value': '1'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '-1'}, {'name': 'accounts-importance', 'value': '7'}, {'name': 'network-importance', 'value': '5'}, {'name': 'tweets-importance', 'value': '7'}, {'name': 'geo-importance', 'value': '2'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '6'}, {'name': 'commentBox', 'value': ''}]",fake,-1,0,1,1,1,-1,7,5,7,2,6,6,
59724bdc55443d7b2f3ceed7,TC-8,56,1500662777833,2017-07-21T18:46:17.833Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '-1'}, {'name': 'tweetRateRadios', 'value': '0'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '1'}, {'name': 'fearRadios', 'value': '0'}, {'name': 'opiniatedRadios', 'value': '-1'}, {'name': 'accounts-importance', 'value': '6'}, {'name': 'network-importance', 'value': '6'}, {'name': 'tweets-importance', 'value': '6'}, {'name': 'geo-importance', 'value': '2'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '5'}, {'name': 'commentBox', 'value': ''}]",real,-1,0,0,1,0,-1,6,6,6,2,6,5,
59724c3455443d7b2f3ceefc,TC-8,59,1500662866268,2017-07-21T18:47:46.268Z,"[{'name': 'verifyRadios', 'value': 'fake'}, {'name': 'socialRadios', 'value': '-1'}, {'name': 'tweetRateRadios', 'value': '1'}, {'name': 'fairnessRadios', 'value': '1'}, {'name': 'entityRadios', 'value': '1'}, {'name': 'fearRadios', 'value': '0'}, {'name': 'opiniatedRadios', 'value': '-1'}, {'name': 'accounts-importance', 'value': '6'}, {'name': 'network-importance', 'value': '6'}, {'name': 'tweets-importance', 'value': '6'}, {'name': 'geo-importance', 'value': '2'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '6'}, {'name': 'commentBox', 'value': ''}]",fake,-1,1,1,1,0,-1,6,6,6,2,6,6,
59724cf455443d7b2f3cef3e,TC-8,71,1500663057428,2017-07-21T18:50:57.428Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '-1'}, {'name': 'tweetRateRadios', 'value': '0'}, {'name': 'fairnessRadios', 'value': '-1'}, {'name': 'entityRadios', 'value': '1'}, {'name': 'fearRadios', 'value': '0'}, {'name': 'opiniatedRadios', 'value': '-1'}, {'name': 'accounts-importance', 'value': '6'}, {'name': 'network-importance', 'value': '6'}, {'name': 'tweets-importance', 'value': '6'}, {'name': 'geo-importance', 'value': '2'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '5'}, {'name': 'commentBox', 'value': ''}]",real,-1,0,-1,1,0,-1,6,6,6,2,6,5,
59724d6f55443d7b2f3cef5e,TC-8,83,1500663180399,2017-07-21T18:53:00.399Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '-1'}, {'name': 'tweetRateRadios', 'value': '0'}, {'name': 'fairnessRadios', 'value': '1'}, {'name': 'entityRadios', 'value': '1'}, {'name': 'fearRadios', 'value': '0'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '6'}, {'name': 'network-importance', 'value': '6'}, {'name': 'tweets-importance', 'value': '6'}, {'name': 'geo-importance', 'value': '2'}, {'name': 'entity-importance', 'value': '6'}, {'name': 'confidence', 'value': '6'}, {'name': 'commentBox', 'value': ''}]",real,-1,0,1,1,0,0,6,6,6,2,6,6,
59726d4255443d7b2f3cf151,TD-7,02,1500671328173,2017-07-21T21:08:48.173Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '1'}, {'name': 'tweetRateRadios', 'value': '0'}, {'name': 'fairnessRadios', 'value': '1'}, {'name': 'entityRadios', 'value': '1'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '0'}, {'name': 'accounts-importance', 'value': '7'}, {'name': 'network-importance', 'value': '4'}, {'name': 'tweets-importance', 'value': '6'}, {'name': 'geo-importance', 'value': '1'}, {'name': 'entity-importance', 'value': '5'}, {'name': 'confidence', 'value': '6'}, {'name': 'commentBox', 'value': ''}]",real,1,0,1,1,1,0,7,4,6,1,5,6,
59726e5855443d7b2f3cf321,TD-7,04,1500671605378,2017-07-21T21:13:25.378Z,"[{'name': 'verifyRadios', 'value': 'real'}, {'name': 'socialRadios', 'value': '1'}, {'name': 'tweetRateRadios', 'value': '1'}, {'name': 'fairnessRadios', 'value': '0'}, {'name': 'entityRadios', 'value': '0'}, {'name': 'fearRadios', 'value': '1'}, {'name': 'opiniatedRadios', 'value': '1'}, {'name': 'accounts-importance', 'value': '3'}, {'name': 'network-importance', 'value': '3'}, {'name': 'tweets-importance', 'value': '7'}, {'name': 'geo-importance', 'value': '1'}, {'name': 'entity-importance', 'value': '2'}, {'name': 'confidence', 'value': '5'}, {'name': 'commentBox', 'value': ''}]",real,1,1,0,0,1,1,3,3,7,1,2,5,
